title,purpose,category,officer_role,officer_name,officer_party
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Officer,Stephen Pound,Labour
All-Party Parliamentary Group on Queen's University Belfast,To be the main avenue of communication between parliamentarians and Queen's University Belfast; to provide an opportunity to examine issues relevant to Queen's University Belfast; and to discuss the University's economic and social contribution to the United Kingdom.,Subject,Officer,Sir Jeffrey M. Donaldson,Democratic Unionist Party
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Chair & Registered Contact,Mr David Lammy,Labour
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Baroness Hussein-Ece,Liberal Democrat
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Lord Sheikh,Conservative
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Baroness Whitaker,Labour
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Debbie Abrahams,Labour
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Naz Shah,Labour
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Imran Hussain,Labour
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Vice Chair,Afzal Khan,Labour
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Treasurer,Mrs Helen Grant,Conservative
All-Party Parliamentary Group on Race and Community,To increase the coverage of race and equality issues in Parliament; to update members on race equality issues and up-to-date research; and to connect the group with race equality organisations.,Subject,Secretary,Sir Peter Bottomley,Conservative
All-Party Parliamentary Racing and Bloodstock Industries Group,To promote the racing and bloodstock industries within Parliament; to inform members of both Houses about the industries; and to service the well-being of the industries.,Subject,Chair & Registered Contact,Mr Laurence Robertson,Conservative
All-Party Parliamentary Racing and Bloodstock Industries Group,To promote the racing and bloodstock industries within Parliament; to inform members of both Houses about the industries; and to service the well-being of the industries.,Subject,Co-Chair,Conor McGinn,Labour
All-Party Parliamentary Racing and Bloodstock Industries Group,To promote the racing and bloodstock industries within Parliament; to inform members of both Houses about the industries; and to service the well-being of the industries.,Subject,Vice Chair,Philip Davies,Conservative
